brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
hyundi, I40,2015,Manual,68969,Diesel,20.0,67.3,1.7,7050
vw, Scirocco,2014,Manual,30000,Petrol,125.0,52.3,1.4,10698
ford, Grand C-MAX,2016,Manual,30691,Petrol,30.0,54.3,1.0,9660
ford, KA,2015,Manual,15296,Petrol,30.0,57.7,1.2,4998
skoda, Yeti,2016,Semi-Auto,5002,Petrol,125.0,51.4,1.2,12370
toyota, Avensis,2018,Manual,34505,Diesel,145.0,67.3,1.6,13500
vw, Caravelle,2019,Semi-Auto,6000,Diesel,145.0,29.4,2.0,48995
toyota, GT86,2017,Manual,6445,Petrol,145.0,36.2,2.0,20995
bmw, M5,2019,Semi-Auto,4419,Petrol,145.0,26.9,4.4,61797
merc, GL Class,2015,Automatic,31112,Diesel,330.0,36.2,3.0,31723
vw, CC,2016,Manual,18141,Diesel,30.0,62.8,2.0,13300
skoda, Rapid,2017,Manual,18325,Petrol,145.0,61.4,1.0,9625
skoda, Rapid,2018,Manual,15006,Petrol,145.0,57.7,1.0,10495
bmw, 8 Series,2019,Automatic,1616,Diesel,145.0,39.8,3.0,63806
ford, KA,2016,Manual,13728,Petrol,30.0,57.7,1.2,6190
vw, Scirocco,2016,Manual,30989,Petrol,145.0,46.3,2.0,14750
merc, CLA Class,2016,Manual,60872,Diesel,20.0,67.3,2.1,14750
ford, Puma,2020,Manual,2000,Petrol,150.0,51.4,1.0,20999
hyundi, IX35,2014,Manual,71289,Diesel,145.0,53.3,1.7,7298
audi, A8,2016,Automatic,37235,Diesel,205.0,48.7,3.0,22000
vauxhall, GTC,2017,Automatic,8596,Petrol,205.0,42.8,1.4,12298
hyundi, I800,2018,Manual,37530,Diesel,145.0,37.7,2.5,14795
toyota, GT86,2018,Manual,35228,Petrol,145.0,36.2,2.0,18498
hyundi, Santa Fe,2019,Semi-Auto,4890,Diesel,145.0,39.2,2.2,34495
toyota, Avensis,2009,Manual,148371,Diesel,150.0,55.4,2.0,1985
ford, Grand C-MAX,2017,Manual,30519,Petrol,30.0,54.3,1.0,11180
vauxhall, GTC,2016,Manual,11991,Petrol,260.0,36.2,2.0,15995
ford, KA,2010,Manual,80000,Petrol,30.0,55.4,1.2,3195
toyota, Avensis,2017,Automatic,31774,Petrol,145.0,46.3,1.8,13295
audi, A8,2018,Semi-Auto,12195,Diesel,145.0,50.4,3.0,35995
ford, Grand C-MAX,2017,Manual,17242,Diesel,30.0,64.2,1.5,12444
vauxhall, Combo Life,2019,Manual,5315,Petrol,145.0,42.2,1.2,19000
toyota, Hilux,2017,Manual,46498,Diesel,260.0,40.4,2.4,18698
vauxhall, GTC,2017,Automatic,5817,Petrol,200.0,42.8,1.4,11995
ford, Galaxy,2018,Manual,31504,Diesel,145.0,56.5,2.0,19499
audi, A8,2011,Automatic,105000,Diesel,235.0,42.8,3.0,9995
audi, A8,2017,Semi-Auto,37492,Diesel,205.0,47.1,3.0,24500
toyota, GT86,2020,Manual,3250,Petrol,145.0,33.2,2.0,25995
toyota, Supra,2019,Semi-Auto,327,Petrol,145.0,34.5,3.0,47498
ford, KA,2012,Manual,74000,Diesel,20.0,68.9,1.2,3499
skoda, Kamiq,2019,Automatic,1000,Petrol,145.0,43.5,1.5,21995
merc, S Class,2018,Semi-Auto,12955,Diesel,145.0,52.3,3.0,41632
vw, Caravelle,2019,Semi-Auto,7034,Diesel,145.0,29.4,2.0,48990
bmw, 7 Series,2014,Automatic,53329,Diesel,160.0,50.4,3.0,13999
merc, S Class,2015,Automatic,77719,Diesel,160.0,51.4,3.0,19991
merc, S Class,2020,Semi-Auto,3999,Diesel,145.0,40.4,3.0,64980
skoda, Yeti,2016,Semi-Auto,32174,Petrol,125.0,51.4,1.2,10995
hyundi, IX20,2015,Automatic,29000,Petrol,205.0,43.6,1.6,7785
vauxhall, Agila,2005,Manual,36000,Petrol,165.0,47.1,1.2,1995
vauxhall, Combo Life,2019,Manual,1248,Diesel,145.0,53.3,1.5,16438
bmw, 7 Series,2019,Semi-Auto,3200,Diesel,145.0,44.1,3.0,52490
toyota, Hilux,2012,Manual,99600,Diesel,265.0,38.7,2.5,7750
hyundi, I40,2015,Manual,33036,Diesel,20.0,67.3,1.7,9498
vw, Beetle,2006,Manual,117000,Diesel,150.0,50.4,1.9,3195
audi, Q8,2019,Semi-Auto,7606,Diesel,145.0,33.6,3.0,57970
audi, SQ5,2015,Automatic,82820,Diesel,260.0,41.5,3.0,20000
toyota, Verso,2011,Manual,74488,Petrol,200.0,41.5,1.6,5899
ford, Fusion,2011,Manual,35006,Petrol,200.0,42.8,1.6,3999
skoda, Rapid,2018,Manual,21500,Petrol,150.0,61.4,1.0,9422
vw, Tiguan Allspace,2019,Automatic,9626,Diesel,145.0,39.2,2.0,26980
vauxhall, GTC,2014,Manual,51099,Diesel,125.0,60.1,2.0,7298
audi, A8,2018,Automatic,2249,Diesel,145.0,40.4,3.0,38572
skoda, Yeti,2013,Automatic,36374,Petrol,160.0,44.1,1.2,9000
merc, M Class,2015,Semi-Auto,43072,Diesel,205.0,39.2,2.1,20498
ford, KA,2014,Manual,28883,Petrol,30.0,57.7,1.2,4430
bmw, 6 Series,2017,Automatic,39890,Diesel,145.0,49.6,3.0,23750
audi, Q8,2019,Automatic,6000,Diesel,145.0,32.8,3.0,64990
bmw, M4,2018,Semi-Auto,7732,Petrol,145.0,34.0,3.0,36498
bmw, X4,2017,Semi-Auto,25357,Diesel,200.0,47.9,3.0,25990
merc, M Class,2004,Automatic,121000,Diesel,325.0,29.7,2.7,19950
ford, Grand Tourneo Connect,2017,Manual,20122,Diesel,30.0,64.2,1.5,14000
vw, Arteon,2019,Semi-Auto,6789,Diesel,145.0,50.4,2.0,29995
vw, CC,2013,Automatic,41394,Diesel,145.0,53.3,2.0,10000
merc, CLA Class,2016,Automatic,55700,Diesel,20.0,67.3,2.1,13795
toyota, Prius,2017,Automatic,30687,Hybrid,0.0,94.1,1.8,20100
hyundi, IX20,2016,Manual,15135,Petrol,125.0,50.4,1.4,8489
bmw, X4,2014,Automatic,67210,Diesel,200.0,47.9,3.0,18500
audi, A8,2017,Automatic,3793,Diesel,145.0,50.4,3.0,34930
ford, Mustang,2017,Manual,21575,Petrol,145.0,20.9,5.0,49999
ford, KA,2018,Manual,7916,Petrol,150.0,43.5,1.2,9599
bmw, X6,2018,Semi-Auto,16334,Diesel,145.0,40.9,3.0,37790
bmw, M4,2020,Semi-Auto,2000,Petrol,145.0,32.5,3.0,51000
hyundi, Santa Fe,2018,Semi-Auto,31350,Diesel,145.0,42.8,2.2,19099
bmw, 7 Series,2017,Automatic,20671,Diesel,125.0,57.6,3.0,27500
toyota, Prius,2013,Automatic,84553,Hybrid,0.0,68.9,1.8,13495
toyota, Land Cruiser,2014,Automatic,54000,Diesel,325.0,34.9,3.0,25490
vw, Amarok,2018,Automatic,45325,Diesel,260.0,36.2,3.0,25490
ford, Puma,2020,Manual,3214,Petrol,145.0,50.4,1.0,20590
vw, Caravelle,2019,Automatic,50,Diesel,145.0,32.8,2.0,40999
bmw, Z4,2020,Semi-Auto,1000,Petrol,145.0,38.7,2.0,34995
merc, G Class,2016,Automatic,16000,Petrol,325.0,30.4,4.0,61948
audi, A8,2019,Automatic,7890,Diesel,145.0,40.4,3.0,38975
vw, Caravelle,2019,Automatic,3800,Diesel,145.0,33.6,2.0,44995
ford, Puma,2019,Manual,1225,Petrol,145.0,50.4,1.0,23999
vauxhall, GTC,2015,Manual,36538,Petrol,160.0,47.1,1.4,8298
ford, Galaxy,2016,Manual,19406,Diesel,125.0,56.5,2.0,16798
merc, CLA Class,2016,Automatic,34612,Diesel,20.0,67.3,2.1,19748
vw, Scirocco,2015,Semi-Auto,17145,Petrol,160.0,44.1,2.0,15490
toyota, Verso,2015,Manual,40857,Diesel,30.0,62.8,1.6,10495
audi, RS3,2013,Semi-Auto,98386,Petrol,325.0,31.0,2.5,15490
vw, Arteon,2019,Semi-Auto,6601,Diesel,145.0,50.4,2.0,28622
ford, Grand C-MAX,2017,Manual,10373,Petrol,145.0,54.3,1.0,12498
bmw, 7 Series,2016,Semi-Auto,24446,Petrol,205.0,41.5,3.0,24995
vw, Shuttle,2019,Semi-Auto,3757,Diesel,145.0,33.2,2.0,30900
vw, Amarok,2019,Automatic,8500,Diesel,260.0,33.6,3.0,34490
vauxhall, Combo Life,2018,Manual,5486,Diesel,145.0,53.3,1.5,14498
hyundi, IX35,2014,Manual,50993,Diesel,150.0,53.3,2.2,7995
skoda, Scala,2019,Automatic,3882,Diesel,145.0,54.3,1.6,20995
vw, Scirocco,2017,Semi-Auto,19458,Diesel,150.0,57.6,2.0,16495
bmw, M6,2006,Semi-Auto,89000,Petrol,570.0,19.1,5.0,12495
audi, A7,2013,Automatic,93080,Diesel,145.0,55.4,3.0,12000
audi, A8,2016,Automatic,26818,Diesel,200.0,47.9,3.0,21999
vw, Caravelle,2019,Semi-Auto,3365,Diesel,145.0,29.4,2.0,52999
hyundi, Santa Fe,2017,Semi-Auto,29249,Diesel,235.0,42.8,2.2,18350
merc, M Class,2015,Semi-Auto,44984,Diesel,300.0,39.2,3.0,21498
toyota, Verso,2014,Manual,30437,Petrol,200.0,42.8,1.6,9491
audi, A7,2013,Automatic,63250,Diesel,205.0,48.7,3.0,16500
audi, RS4,2018,Semi-Auto,23249,Petrol,145.0,32.1,2.9,52422
bmw, X6,2016,Semi-Auto,38680,Diesel,200.0,47.1,3.0,27750
merc, GLB Class,2020,Semi-Auto,1508,Diesel,145.0,47.9,2.0,35400
bmw, Z4,2020,Semi-Auto,5,Petrol,150.0,38.7,2.0,33850
bmw, 6 Series,2015,Automatic,40517,Petrol,260.0,36.2,3.0,20000
vw, Arteon,2019,Manual,5000,Diesel,145.0,52.3,2.0,26490
vauxhall, Combo Life,2020,Manual,1858,Petrol,145.0,42.2,1.2,18588
vw, Tiguan Allspace,2019,Automatic,6750,Diesel,145.0,39.2,2.0,28965
skoda, Scala,2019,Manual,4451,Petrol,150.0,49.6,1.0,14990
merc, M Class,2015,Automatic,25653,Diesel,200.0,39.2,2.1,19300
merc, X-CLASS,2018,Automatic,21000,Diesel,260.0,35.8,2.3,27995
bmw, M5,2019,Automatic,13000,Petrol,150.0,24.1,4.4,69948
bmw, X6,2019,Semi-Auto,4000,Petrol,145.0,26.4,3.0,63999
bmw, 7 Series,2019,Automatic,339,Petrol,145.0,34.5,3.0,47980
bmw, X4,2020,Semi-Auto,2679,Petrol,145.0,26.9,3.0,43898
ford, Grand C-MAX,2017,Manual,35853,Diesel,30.0,64.2,1.5,10498
skoda, Rapid,2013,Manual,44000,Petrol,30.0,55.4,1.2,4990
hyundi, Santa Fe,2019,Automatic,10035,Diesel,145.0,42.8,2.2,30999
ford, Edge,2017,Manual,21213,Diesel,150.0,47.9,2.0,21700
skoda, Rapid,2013,Manual,56000,Diesel,20.0,72.4,1.6,5495
bmw, X6,2020,Semi-Auto,3340,Diesel,145.0,34.9,3.0,55890
toyota, Prius,2019,Automatic,7000,Other,135.0,217.3,1.8,26990
skoda, Scala,2020,Manual,1050,Petrol,145.0,49.6,1.0,17000
ford, Grand Tourneo Connect,2017,Automatic,18209,Diesel,145.0,56.6,1.5,14998
vauxhall, Combo Life,2019,Manual,8087,Diesel,150.0,53.3,1.5,13998
bmw, M4,2017,Manual,15500,Petrol,330.0,32.1,3.0,35995
audi, A8,2018,Semi-Auto,4524,Diesel,145.0,40.4,3.0,35000
audi, A8,2016,Automatic,70000,Diesel,200.0,47.9,3.0,17990
vw, Beetle,2018,Manual,15490,Petrol,145.0,51.4,1.2,16995
toyota, Hilux,2019,Manual,28,Diesel,260.0,40.4,2.4,30495
toyota, GT86,2017,Manual,6725,Petrol,145.0,36.2,2.0,19500
bmw, Z4,2020,Semi-Auto,1501,Petrol,145.0,38.7,2.0,34995
ford, Galaxy,2018,Automatic,8339,Diesel,145.0,52.3,2.0,24499
ford, Tourneo Custom,2019,Manual,3710,Diesel,150.0,35.3,2.0,19999
skoda, Scala,2019,Semi-Auto,2355,Petrol,145.0,47.1,1.0,15998
hyundi, IX35,2015,Manual,54076,Diesel,165.0,51.4,2.0,9795
ford, Tourneo Connect,2019,Manual,1956,Diesel,145.0,61.4,1.5,17950
merc, GLS Class,2016,Semi-Auto,32609,Diesel,300.0,37.2,3.0,39799
bmw, M3,2013,Semi-Auto,30500,Petrol,570.0,24.6,4.0,25945
audi, A7,2020,Semi-Auto,1200,Diesel,150.0,38.2,3.0,38990
hyundi, IX20,2016,Automatic,15728,Petrol,165.0,43.5,1.6,9750
toyota, GT86,2017,Manual,14736,Petrol,150.0,36.2,2.0,18998
hyundi, IX35,2015,Manual,40096,Diesel,145.0,54.3,1.7,8991
bmw, Z4,2004,Manual,39000,Petrol,330.0,31.0,3.0,8750
merc, GLS Class,2019,Automatic,20429,Diesel,145.0,37.2,3.0,45550
toyota, Avensis,2018,Manual,25883,Diesel,145.0,67.3,1.6,12000
hyundi, Santa Fe,2017,Semi-Auto,21891,Diesel,240.0,42.8,2.2,19750
bmw, 6 Series,2015,Automatic,62953,Diesel,160.0,51.4,3.0,18990
merc, X-CLASS,2019,Automatic,500,Diesel,260.0,35.8,2.3,26995
hyundi, Santa Fe,2015,Semi-Auto,29823,Diesel,260.0,41.5,2.2,15975
hyundi, Santa Fe,2019,Semi-Auto,2251,Diesel,145.0,40.9,2.2,32280
bmw, X7,2019,Semi-Auto,5283,Diesel,145.0,33.6,3.0,69995
vw, Arteon,2019,Semi-Auto,2936,Diesel,145.0,55.4,2.0,26995
merc, CLS Class,2019,Semi-Auto,11886,Diesel,145.0,48.7,2.9,51540
vw, CC,2016,Semi-Auto,4289,Petrol,200.0,39.2,1.8,15000
vw, Caddy Maxi Life,2019,Manual,2759,Diesel,145.0,57.7,2.0,19999
toyota, Prius,2014,Automatic,50647,Hybrid,0.0,134.5,1.8,15362
toyota, Camry,2020,Automatic,10000,Hybrid,135.0,52.3,2.5,26490
bmw, 7 Series,2019,Semi-Auto,2212,Diesel,145.0,42.2,3.0,45400
bmw, X6,2011,Automatic,96000,Diesel,300.0,37.7,3.0,13440
toyota, GT86,2017,Manual,19420,Petrol,145.0,36.2,2.0,17250
bmw, M3,2009,Manual,65000,Petrol,580.0,21.9,4.0,16950
merc, G Class,2019,Automatic,12000,Petrol,145.0,21.4,4.0,139948
skoda, Rapid,2016,Manual,25183,Petrol,20.0,57.7,1.2,8495
bmw, Z4,2020,Semi-Auto,12,Petrol,145.0,38.7,2.0,30990
skoda, Scala,2019,Manual,5,Petrol,145.0,49.6,1.0,15490
hyundi, IX35,2014,Manual,27410,Diesel,165.0,51.4,2.0,10499
toyota, Hilux,2016,Manual,51840,Diesel,260.0,38.7,2.5,11292
audi, SQ5,2017,Automatic,13000,Petrol,150.0,34.0,3.0,38995
merc, CLS Class,2011,Automatic,54000,Diesel,200.0,46.3,3.0,12995
ford, Edge,2019,Semi-Auto,1461,Diesel,145.0,37.2,2.0,32397
audi, A7,2019,Automatic,3000,Diesel,145.0,47.1,2.0,35845
toyota, Hilux,2018,Manual,34868,Diesel,260.0,40.4,2.4,21998
vw, Tiguan Allspace,2019,Semi-Auto,6008,Petrol,145.0,35.8,1.5,27990
toyota, Hilux,2016,Manual,55232,Diesel,260.0,36.7,3.0,14485
ford, KA,2014,Manual,39987,Petrol,30.0,57.7,1.2,4591
merc, GLS Class,2019,Automatic,2010,Diesel,145.0,34.0,3.0,67600
vw, CC,2015,Semi-Auto,56508,Diesel,145.0,54.3,2.0,10775
hyundi, I800,2018,Manual,34168,Diesel,145.0,37.7,2.5,15000
merc, CLS Class,2017,Semi-Auto,8591,Petrol,150.0,39.2,3.5,28995
bmw, X7,2019,Automatic,5929,Diesel,145.0,31.4,3.0,72500
hyundi, IX20,2016,Automatic,7275,Petrol,160.0,43.5,1.6,9995
hyundi, Santa Fe,2013,Semi-Auto,72854,Diesel,260.0,41.5,2.2,12245
hyundi, Santa Fe,2017,Manual,48034,Diesel,205.0,47.1,2.2,15998
toyota, Verso,2016,Automatic,9444,Other,160.0,43.5,1.8,16700
skoda, Scala,2019,Manual,100,Diesel,145.0,57.7,1.6,16295
toyota, Avensis,2013,Manual,95059,Diesel,30.0,62.8,2.0,5990
merc, SLK,2007,Automatic,74000,Petrol,325.0,32.1,1.8,5290
audi, RS5,2019,Semi-Auto,7800,Petrol,145.0,29.7,2.9,54990
vw, Caddy Maxi Life,2018,Manual,1959,Diesel,150.0,57.7,2.0,16991
merc, CLS Class,2019,Semi-Auto,5919,Diesel,145.0,48.7,2.9,34980
vauxhall, Zafira Tourer,2017,Automatic,11460,Petrol,200.0,40.9,1.4,12500
vw, Jetta,2016,Manual,73500,Diesel,20.0,70.6,2.0,7995
hyundi, Santa Fe,2018,Manual,27410,Diesel,145.0,47.1,2.2,18495
vw, Beetle,2016,Automatic,43268,Diesel,125.0,58.9,2.0,13480
hyundi, Santa Fe,2018,Manual,17452,Diesel,145.0,47.1,2.2,20749
merc, V Class,2018,Manual,11323,Diesel,145.0,46.3,2.1,20998
audi, A8,2017,Automatic,16975,Petrol,555.0,28.2,4.0,43990
merc, SLK,2000,Automatic,87000,Petrol,265.0,27.2,3.2,1490
ford, Grand C-MAX,2015,Manual,29950,Diesel,30.0,64.2,1.5,9499
skoda, Scala,2019,Automatic,1500,Petrol,145.0,47.1,1.0,18995
merc, GLS Class,2019,Automatic,6224,Diesel,145.0,30.4,3.0,69990
vauxhall, GTC,2016,Manual,17887,Petrol,160.0,47.1,1.4,10590
bmw, X4,2019,Semi-Auto,6747,Petrol,145.0,26.9,3.0,41980
skoda, Scala,2020,Semi-Auto,4112,Petrol,145.0,45.6,1.5,17650
ford, Grand C-MAX,2011,Manual,48718,Petrol,200.0,40.9,1.6,6499
hyundi, Santa Fe,2017,Semi-Auto,28847,Diesel,240.0,42.8,2.2,21499
ford, Tourneo Custom,2019,Manual,5609,Diesel,145.0,35.3,2.0,21400
bmw, M4,2019,Automatic,1326,Petrol,145.0,34.0,3.0,40000
toyota, Avensis,2006,Manual,125000,Petrol,240.0,39.2,1.8,1990
ford, Edge,2018,Automatic,20318,Diesel,145.0,47.9,2.0,25500
merc, V Class,2019,Semi-Auto,10593,Diesel,145.0,45.6,2.2,37995
merc, V Class,2018,Manual,22033,Diesel,145.0,46.3,2.1,20498
vauxhall, GTC,2016,Automatic,21716,Petrol,200.0,42.8,1.4,10998
ford, Grand C-MAX,2017,Manual,27800,Diesel,30.0,64.2,1.5,9990
audi, A8,2020,Semi-Auto,1100,Diesel,145.0,40.4,3.0,52995
merc, CLS Class,2015,Automatic,29417,Diesel,160.0,51.4,3.0,20995
toyota, Prius,2017,Automatic,19870,Hybrid,0.0,94.1,1.8,18999
vw, Arteon,2018,Manual,7813,Diesel,145.0,65.7,2.0,21502
skoda, Scala,2019,Semi-Auto,4169,Petrol,145.0,47.1,1.0,15998
vw, Caravelle,2019,Semi-Auto,3544,Diesel,145.0,32.8,2.0,39950
ford, Grand C-MAX,2018,Manual,13202,Petrol,145.0,47.1,1.0,13000
vw, Caddy Maxi Life,2019,Semi-Auto,10000,Diesel,150.0,46.3,2.0,20950
vw, Scirocco,2015,Manual,33145,Diesel,20.0,55.4,2.0,14495
ford, KA,2009,Manual,92000,Petrol,30.0,55.4,1.2,2350
ford, Puma,2020,Manual,1977,Petrol,150.0,49.6,1.0,22999
ford, Edge,2016,Manual,52368,Diesel,165.0,48.7,2.0,15000
audi, A7,2017,Semi-Auto,34201,Diesel,145.0,52.3,3.0,26500
vw, Arteon,2019,Automatic,5000,Petrol,145.0,47.1,2.0,28900
merc, GLS Class,2017,Semi-Auto,22219,Diesel,145.0,37.2,3.0,41962
ford, Galaxy,2019,Manual,5612,Diesel,145.0,55.4,2.0,27300
audi, Q8,2019,Automatic,3000,Diesel,145.0,33.6,3.0,58500
skoda, Rapid,2017,Manual,15858,Petrol,150.0,61.4,1.0,10495
bmw, M4,2019,Semi-Auto,12,Petrol,145.0,34.0,3.0,41945
bmw, X4,2019,Automatic,155,Diesel,145.0,40.9,3.0,39500
bmw, X7,2020,Semi-Auto,6137,Diesel,145.0,33.6,3.0,63990
skoda, Yeti,2014,Manual,41936,Diesel,205.0,48.7,2.0,9980
bmw, M4,2015,Manual,37538,Petrol,325.0,32.1,3.0,29197
merc, S Class,2019,Semi-Auto,10655,Diesel,145.0,52.3,3.0,47980
vw, Amarok,2020,Automatic,2451,Diesel,260.0,33.6,3.0,39999
audi, RS4,2020,Semi-Auto,2000,Petrol,145.0,29.1,2.9,69950
toyota, Hilux,2018,Manual,30084,Diesel,265.0,40.4,2.4,23498
audi, A7,2011,Automatic,74408,Diesel,145.0,53.3,3.0,12750
skoda, Kamiq,2020,Semi-Auto,1294,Diesel,145.0,53.3,1.6,22295
audi, A8,2019,Automatic,178,Diesel,145.0,39.2,3.0,52850
ford, Grand C-MAX,2016,Manual,38670,Diesel,30.0,64.2,1.5,9126
vw, Jetta,2016,Semi-Auto,19019,Diesel,30.0,62.8,2.0,11495
merc, S Class,2017,Semi-Auto,39872,Diesel,145.0,50.4,3.0,27498
merc, S Class,2018,Semi-Auto,12811,Diesel,145.0,52.3,3.0,43899
ford, Puma,2020,Manual,899,Petrol,150.0,49.6,1.0,23970
merc, CLA Class,2017,Automatic,24107,Diesel,150.0,67.3,2.1,20000
bmw, M6,2014,Automatic,53249,Petrol,565.0,28.5,4.4,28490
bmw, X4,2018,Semi-Auto,4135,Diesel,145.0,37.2,3.0,40000
skoda, Rapid,2017,Manual,28996,Diesel,150.0,74.3,1.4,8999
skoda, Scala,2019,Semi-Auto,1901,Petrol,145.0,45.6,1.5,17485
vw, Caddy Maxi Life,2019,Semi-Auto,13507,Diesel,150.0,54.3,2.0,18495
bmw, M4,2019,Semi-Auto,1501,Petrol,145.0,32.5,3.0,46000
audi, A7,2019,Automatic,10,Diesel,145.0,52.3,3.0,33990
ford, Tourneo Custom,2019,Automatic,5000,Diesel,150.0,32.8,2.0,25995
vw, Scirocco,2016,Manual,35980,Petrol,125.0,52.3,1.4,9975
audi, A7,2013,Automatic,75775,Diesel,200.0,47.9,3.0,14899
vw, CC,2013,Automatic,41858,Diesel,145.0,54.3,2.0,9680
merc, S Class,2015,Automatic,8052,Petrol,325.0,31.7,4.7,32249
vauxhall, Combo Life,2018,Manual,10000,Diesel,145.0,53.3,1.5,13500
hyundi, IX20,2017,Manual,14554,Petrol,125.0,50.4,1.4,8000
ford, Galaxy,2016,Semi-Auto,34145,Diesel,145.0,52.3,2.0,15870
skoda, Kamiq,2019,Semi-Auto,1250,Petrol,145.0,44.1,1.5,19495
bmw, 6 Series,2018,Semi-Auto,21525,Diesel,145.0,49.6,3.0,28495
toyota, Prius,2017,Automatic,15661,Hybrid,135.0,85.6,1.8,19990
vw, Arteon,2018,Manual,5317,Diesel,145.0,61.4,2.0,20899
vw, Scirocco,2015,Manual,41001,Diesel,20.0,55.4,2.0,11998
vw, Tiguan Allspace,2019,Automatic,4000,Diesel,145.0,38.7,2.0,29491
merc, V Class,2019,Automatic,677,Diesel,145.0,36.7,2.0,47995
ford, Puma,2019,Manual,1606,Petrol,145.0,50.4,1.0,23999
hyundi, I800,2018,Manual,37485,Diesel,145.0,28.0,2.5,15498
ford, KA,2014,Manual,53417,Petrol,30.0,57.7,1.2,3295
toyota, Verso,2016,Manual,37305,Diesel,30.0,62.8,1.6,11295
merc, CLA Class,2020,Automatic,2700,Petrol,145.0,44.8,1.3,32900
toyota, Avensis,2016,Manual,56501,Diesel,20.0,67.3,1.6,9295
merc, CLA Class,2018,Automatic,32197,Petrol,145.0,52.3,1.6,18400
skoda, Rapid,2017,Manual,83,Diesel,150.0,67.3,1.6,10995
hyundi, Santa Fe,2019,Semi-Auto,2000,Diesel,145.0,39.8,2.2,32000
hyundi, I40,2017,Manual,38472,Diesel,145.0,65.7,1.7,9999
skoda, Scala,2019,Manual,4942,Diesel,150.0,57.7,1.6,14980
skoda, Rapid,2014,Semi-Auto,53286,Diesel,30.0,62.8,1.6,6995
ford, Grand C-MAX,2019,Manual,6375,Petrol,145.0,47.9,1.0,14199
bmw, Z4,2019,Semi-Auto,5465,Petrol,145.0,38.7,2.0,29941
audi, A8,2019,Automatic,3000,Diesel,145.0,40.4,3.0,39995
merc, M Class,2015,Automatic,75358,Diesel,200.0,39.2,2.1,19689
ford, KA,2016,Manual,6160,Petrol,30.0,57.7,1.2,6451
bmw, 8 Series,2020,Semi-Auto,151,Diesel,145.0,26.7,3.0,79991
hyundi, I800,2018,Automatic,33244,Diesel,145.0,28.0,2.5,15995
toyota, Hilux,2015,Automatic,38841,Diesel,260.0,32.8,3.0,17495
vw, Scirocco,2017,Semi-Auto,10990,Petrol,145.0,44.1,2.0,15995
bmw, M5,2016,Semi-Auto,49689,Petrol,565.0,28.5,4.4,25999
ford, Grand C-MAX,2017,Manual,29684,Diesel,30.0,64.2,1.5,10498
skoda, Scala,2019,Semi-Auto,4569,Petrol,145.0,45.6,1.5,17489
bmw, X4,2014,Manual,44678,Diesel,160.0,52.3,2.0,16700
vauxhall, Combo Life,2018,Manual,12679,Diesel,145.0,53.3,1.5,12770
bmw, X6,2020,Semi-Auto,1075,Petrol,150.0,26.4,3.0,54975
skoda, Scala,2019,Manual,5421,Diesel,145.0,57.7,1.6,14980
bmw, Z4,2020,Semi-Auto,5,Petrol,145.0,37.2,2.0,35850
vw, Amarok,2018,Automatic,31000,Diesel,260.0,36.2,3.0,26000
vw, Arteon,2019,Manual,50,Diesel,145.0,52.3,2.0,26498
vw, Arteon,2019,Semi-Auto,8494,Diesel,145.0,44.1,2.0,28990
vw, Arteon,2018,Automatic,4350,Petrol,145.0,40.4,1.5,22450
hyundi, I800,2017,Automatic,35154,Diesel,325.0,33.6,2.5,15985
hyundi, I40,2013,Manual,76698,Diesel,30.0,62.8,1.7,5495
hyundi, I800,2018,Manual,38984,Diesel,150.0,37.7,2.5,14900
bmw, 6 Series,2015,Automatic,72720,Diesel,160.0,49.6,3.0,16250
merc, GLS Class,2018,Automatic,13609,Diesel,145.0,37.2,3.0,42248
skoda, Scala,2019,Automatic,3500,Petrol,150.0,47.1,1.0,16980
vw, Scirocco,2014,Semi-Auto,28000,Diesel,30.0,57.6,2.0,11990
bmw, X7,2019,Automatic,3890,Diesel,145.0,33.6,3.0,64789
audi, SQ7,2017,Semi-Auto,23000,Diesel,145.0,39.2,4.0,59950
merc, CLS Class,2013,Automatic,54238,Diesel,145.0,54.3,2.1,12210
vw, Caddy Maxi Life,2019,Automatic,12174,Diesel,145.0,44.1,2.0,19000
bmw, 7 Series,2019,Automatic,4202,Diesel,145.0,41.5,3.0,50850
audi, Q8,2019,Automatic,10521,Diesel,145.0,33.6,3.0,48642
merc, V Class,2019,Semi-Auto,3238,Diesel,145.0,36.7,2.0,51000
toyota, GT86,2020,Manual,650,Petrol,145.0,33.2,2.0,28000
vw, Amarok,2019,Automatic,1120,Diesel,260.0,33.6,3.0,36990
hyundi, Santa Fe,2017,Manual,41109,Diesel,200.0,47.1,2.2,18670
ford, Puma,2020,Manual,1137,Petrol,145.0,50.4,1.0,23999
ford, Puma,2020,Manual,999,Petrol,145.0,49.6,1.0,23780
merc, SLK,2014,Semi-Auto,69866,Diesel,145.0,56.5,2.0,11100
skoda, Rapid,2017,Manual,19691,Petrol,145.0,62.8,1.0,8595
merc, CLS Class,2016,Semi-Auto,23020,Diesel,125.0,57.7,2.1,20099
vw, Arteon,2019,Automatic,8686,Diesel,145.0,60.1,2.0,29495
bmw, X4,2019,Semi-Auto,9829,Diesel,145.0,42.8,2.0,34999
hyundi, IX20,2017,Manual,22861,Petrol,145.0,50.4,1.4,8998
